"Disease","Read code","Medcode","Descr","Category"
"Dementia","E004z00","42279.0","Arteriosclerotic dementia NOS","Diagnosis of Dementia"
"Dementia","E00..00","33707.0","Senile and presenile organic psychotic conditions","Diagnosis of Dementia"
"Dementia","E00..11","1916.0","Senile dementia","Diagnosis of Dementia"
"Dementia","E00..12","1350.0","Senile/presenile dementia","Diagnosis of Dementia"
"Dementia","E00y.00","15249.0","Other senile and presenile organic psychoses","Diagnosis of Dementia"
"Dementia","E00y.11","51494.0","Presbyophrenic psychosis","Diagnosis of Dementia"
"Dementia","E00z.00","2882.0","Senile or presenile psychoses NOS","Diagnosis of Dementia"
"Dementia","E041.00","25386.0","Dementia in conditions EC","Diagnosis of Dementia"
"Dementia","Eu00000","49263.0","[X]Dementia in Alzheimer's disease with early onset","Diagnosis of Dementia"
"Dementia","Eu00011","25704.0","[X]Presenile dementia,Alzheimer's type","Diagnosis of Dementia"
"Dementia","Eu00012","60059.0","[X]Primary degen dementia, Alzheimer's type, presenile onset","Diagnosis of Dementia"
"Dementia","Eu00013","61528.0","[X]Alzheimer's disease type 2","Diagnosis of Dementia"
"Dementia","Eu00100","38678.0","[X]Dementia in Alzheimer's disease with late onset","Diagnosis of Dementia"
"Dementia","Eu00111","46762.0","[X]Alzheimer's disease type 1","Diagnosis of Dementia"
"Dementia","Eu00112","11379.0","[X]Senile dementia,Alzheimer's type","Diagnosis of Dementia"
"Dementia","Eu00113","43346.0","[X]Primary degen dementia of Alzheimer's type, senile onset","Diagnosis of Dementia"
"Dementia","Eu00200","30706.0","[X]Dementia in Alzheimer's dis, atypical or mixed type","Diagnosis of Dementia"
"Dementia","Eu00.00","7664.0","[X]Dementia in Alzheimer's disease","Diagnosis of Dementia"
"Dementia","Eu00z00","29386.0","[X]Dementia in Alzheimer's disease, unspecified","Diagnosis of Dementia"
"Dementia","Eu00z11","8195.0","[X]Alzheimer's dementia unspec","Diagnosis of Dementia"
"Dementia","Eu01000","46488.0","[X]Vascular dementia of acute onset","Diagnosis of Dementia"
"Dementia","Eu01100","11175.0","[X]Multi-infarct dementia","Diagnosis of Dementia"
"Dementia","Eu01111","55838.0","[X]Predominantly cortical dementia","Diagnosis of Dementia"
"Dementia","Eu01200","8934.0","[X]Subcortical vascular dementia","Diagnosis of Dementia"
"Dementia","Eu01300","31016.0","[X]Mixed cortical and subcortical vascular dementia","Diagnosis of Dementia"
"Dementia","Eu01.00","6578.0","[X]Vascular dementia","Diagnosis of Dementia"
"Dementia","Eu01.11","9565.0","[X]Arteriosclerotic dementia","Diagnosis of Dementia"
"Dementia","Eu01y00","55313.0","[X]Other vascular dementia","Diagnosis of Dementia"
"Dementia","Eu01z00","19393.0","[X]Vascular dementia, unspecified","Diagnosis of Dementia"
"Dementia","Eu02z00","4693.0","[X] Unspecified dementia","Diagnosis of Dementia"
"Dementia","Eu02z11","48501.0","[X] Presenile dementia NOS","Diagnosis of Dementia"
"Dementia","Eu02z12","47619.0","[X] Presenile psychosis NOS","Diagnosis of Dementia"
"Dementia","Eu02z13","34944.0","[X] Primary degenerative dementia NOS","Diagnosis of Dementia"
"Dementia","Eu02z14","4357.0","[X] Senile dementia NOS","Diagnosis of Dementia"
"Dementia","Eu02z15","27935.0","[X] Senile psychosis NOS","Diagnosis of Dementia"
"Dementia","Eu02z16","27759.0","[X] Senile dementia, depressed or paranoid type","Diagnosis of Dementia"
"Dementia","Eu04100","53446.0","[X]Delirium superimposed on dementia","History of Dementia"
"Dementia","F110000","16797.0","Alzheimer's disease with early onset","Diagnosis of Dementia"
"Dementia","F110100","32057.0","Alzheimer's disease with late onset","Diagnosis of Dementia"
"Dementia","F110.00","1917.0","Alzheimer's disease","Diagnosis of Dementia"
"Dementia","Fyu3000","59122.0","[X]Other Alzheimer's disease","Diagnosis of Dementia"
"Dementia","ZS7C500","55222.0","Language disorder of dementia","History of Dementia"
