"Disease","Read code","Medcode","Descr","Category"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Q436100","28361.0","Transient neonatal hyperbilirubinaemia","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Q436200","3615.0","Newborn physiological jaundice NOS","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Q436.00","19581.0","Fetal and neonatal jaundice, unspecified","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Q436z00","28184.0","Unspecified fetal or neonatal jaundice NOS","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Q437000","47802.0","Bilirubin encephalopathy","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Q437.00","48012.0","Kernicterus not due to isoimmunisation","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Q437z00","61800.0","Kernicterus of newborn NOS","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Q43..00","7269.0","Other perinatal jaundice","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Q43z.00","1359.0","Perinatal jaundice NOS","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Qyu5800","68206.0","[X]Neonat jaun due/drg,toxn transmit frm mother/given newbrn","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Qyu5900","48869.0","[X]Neonatal jaundice due/other specifd excessive haemolysis","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Qyu5A00","35477.0","[X]Neonatal jaundice from other+unspcf hepatocellular damage","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
"Neonatal jaundice (excl haemolytic dz of the newborn)","Qyu5B00","40869.0","[X]Neonatal jaundice from other specified causes","Diagnosis of Neonatal jaundice (excl haemolytic dz of the newborn)"
