Disease,Read code,Medcode,Descr,Category
Cataract,F461900,6876,Nuclear senile cataract,Diagnosis of cataract
Cataract,F461A00,33793,"Total, mature senile cataract",Diagnosis of cataract
Cataract,F461B00,51162,Hypermature cataract,Diagnosis of cataract
Cataract,F461B11,63640,Morgagni cataract,Diagnosis of cataract
Cataract,F461.00,10010,Senile cataract,Diagnosis of cataract
Cataract,F461x00,70257,Combined senile cataract,Diagnosis of cataract
Cataract,F461y00,49085,Other senile cataract,Diagnosis of cataract
Cataract,F461z00,29770,Senile cataract NOS,Diagnosis of cataract
Cataract,F463000,62188,Unspecified cataracta complicata,Diagnosis of cataract
Cataract,F463200,54130,Cataract in eye inflammatory disorder,Diagnosis of cataract
Cataract,F463300,61325,Cataract with neovascularization,Diagnosis of cataract
Cataract,F463400,19371,Cataract in degenerative disorder,Diagnosis of cataract
Cataract,F463.00,48228,Cataract secondary to ocular disease,Diagnosis of cataract
Cataract,F463z00,46169,Cataract secondary to ocular disorder NOS,Diagnosis of cataract
Cataract,F464000,10659,Diabetic cataract,Diagnosis of cataract
Cataract,F464100,45952,Tetanic cataract,Diagnosis of cataract
Cataract,F464200,60883,Myotonic cataract,Diagnosis of cataract
Cataract,F464300,58625,Cataract associated with other syndromes,Diagnosis of cataract
Cataract,F464.00,71291,Cataract due to other disorder,Diagnosis of cataract
Cataract,F464z00,94430,Cataract due to other disorder NOS,Diagnosis of cataract
Cataract,F465000,24467,Unspecified secondary cataract,Diagnosis of cataract
Cataract,F465200,89585,Other after cataract with vision normal,Diagnosis of cataract
Cataract,F465300,26850,After-cataract with vision obscured,Diagnosis of cataract
Cataract,F465500,8130,Posterior capsule opacification,Diagnosis of cataract
Cataract,F465.00,33482,After cataract,Diagnosis of cataract
Cataract,F465z00,44487,After cataract NOS,Diagnosis of cataract
Cataract,F466.00,703,Bilateral cataracts,Diagnosis of cataract
Cataract,F46..00,296,Cataract,Diagnosis of cataract
Cataract,F46y.00,4358,Other cataract,Diagnosis of cataract
Cataract,F46yz00,15589,Other cataract NOS,Diagnosis of cataract
Cataract,F46z000,44294,Immature cortical cataract,Diagnosis of cataract
Cataract,F46z.00,6317,Cataract NOS,Diagnosis of cataract
Cataract,F4B4B00,104553,Keratopathy following cataract surgery,Diagnosis of cataract
Cataract,F4B4C00,105971,Bullous aphakic keratopathy following cataract surgery,Diagnosis of cataract
Cataract,F4K2D00,42452,Vitreous syndrome following cataract surgery,Diagnosis of cataract
Cataract,FyuE000,101939,[X]Other senile cataract,Diagnosis of cataract
Cataract,FyuE100,70201,[X]Other specified cataract,Diagnosis of cataract
Cataract,FyuE400,49297,[X]Cataract in other diseases classified elsewhere,Diagnosis of cataract
Cataract,P330.00,299,"Congenital cataract, unspecified",Diagnosis of cataract
Cataract,P331000,18089,Capsular cataract,Diagnosis of cataract
Cataract,P331100,11255,Subcapsular cataract,Diagnosis of cataract
Cataract,P331.00,59914,Capsular and subcapsular cataract,Diagnosis of cataract
Cataract,P331z00,88738,Capsular or subcapsular cataract NOS,Diagnosis of cataract
Cataract,P332000,60425,Cortical cataract - congenital,Diagnosis of cataract
Cataract,P332100,63429,Zonular cataract,Diagnosis of cataract
Cataract,P332.00,96385,Cortical and zonular cataract,Diagnosis of cataract
Cataract,P332z00,98962,Cortical or zonular cataract NOS,Diagnosis of cataract
Cataract,P333.00,63212,Nuclear cataract - congenital,Diagnosis of cataract
Cataract,P334000,39081,Total congenital cataract,Diagnosis of cataract
Cataract,P334z00,71623,Total or subtotal congenital cataract NOS,Diagnosis of cataract
Cataract,P33..00,4148,Congenital cataract and lens anomalies,Diagnosis of cataract
Cataract,P33y000,27898,Blue dot cataract,Diagnosis of cataract
Cataract,P33y100,99424,Congenital membranous cataract,Diagnosis of cataract
Cataract,P33y.00,70700,Other specified congenital cataract or lens anomaly,Diagnosis of cataract
Cataract,P33yz00,90279,Other congenital cataract or lens anomaly NOS,Diagnosis of cataract
Cataract,P33z.00,45926,Congenital cataract or lens anomaly NOS,Diagnosis of cataract
Cataract,ZV45611,4459,[V]State following cataract extraction,Diagnosis of cataract
