Disease,Readcode,Medcode,ReadcodeDescr,Category
Primary Malignancy_Other Skin and subcutaneous tissue,B33..13,1940.0,Rodent ulcer,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,B33..14,37016.0,Malignant neoplasm of sebaceous gland,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,B33..15,40443.0,Malignant neoplasm of sweat gland,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,B33..16,3445.0,Epithelioma basal cell,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,B33X.00,42429.0,Malignant neoplasm overlapping lesion of skin,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,B33y.00,18354.0,Malignant neoplasm of other specified skin sites,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,B33z.00,2492.0,Malignant neoplasm of skin NOS,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,B33z.11,93490.0,Squamous cell carcinoma of skin NOS,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB2A.13,94873.0,[M]Squamous cell carcinoma of skin NOS,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB30.00,29282.0,[M]Basal cell tumour,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB31.00,3028.0,[M]Basal cell carcinoma NOS,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB32.00,59919.0,[M]Multicentric basal cell carcinoma,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB33.00,9885.0,"[M]Basal cell carcinoma, morphoea type",Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB34.00,29524.0,"[M]Basal cell carcinoma, fibroepithelial type",Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB35.00,35457.0,[M]Basosquamous carcinoma,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB36.00,13574.0,[M]Metatypical carcinoma,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB3..00,3516.0,[M]Basal cell neoplasms,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB3C.00,102417.0,[M]Superficial basal cell carcinoma,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB3D.00,102547.0,"[M]Basal cell carcinoma, nodular",Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB3E.00,103440.0,"[M]Basal cell carcinoma, micronodular",Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB3F.00,103178.0,"[M]Basal cell carcinoma, infiltrative",Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB3G.00,103066.0,[M]Pigmented basal cell carcinoma,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB3z.00,30853.0,[M]Basal cell neoplasm NOS,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB60100,68783.0,[M]Skin appendage carcinoma,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB61200,71627.0,[M]Sweat gland adenocarcinoma,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB62100,38575.0,[M]Apocrine adenocarcinoma,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,BB69100,34269.0,[M]Sebaceous adenocarcinoma,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,Byu4200,57184.0,[X]Oth malignant neoplasm/skin of oth+unspecfd parts of face,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,Byu4300,56121.0,"[X]Malignant neoplasm of skin, unspecified",Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,Byu5A00,60162.0,[X]Malignant neoplasm overlapping lesion of skin,Diagnosis of Primary Malignancy_Other Skin and subcutaneous tissue
Primary Malignancy_Other Skin and subcutaneous tissue,ZV10y14,47669.0,[V]Personal history of malignant neoplasm of skin,History of of Primary Malignancy_Other Skin and subcutaneous tissue
