Disease,Read code,Medcode,Descr,Category
Abdominal Hernia,7H17000,94802,Repair recurr incision hernia using insert natural material,Procedure for Abdominal Hernia
Abdominal Hernia,7H17100,60614,Repair recurr incision hernia using insert prosthet material,Procedure for Abdominal Hernia
Abdominal Hernia,7H17200,95704,Repair of recurrent incisional hernia using sutures,Procedure for Abdominal Hernia
Abdominal Hernia,7H17300,48823,Removal prosthetic material fr prev repair incisional hernia,Procedure for Abdominal Hernia
Abdominal Hernia,7H17.00,21284,Repair of recurrent incisional hernia,Procedure for Abdominal Hernia
Abdominal Hernia,7H17.11,38101,Herniorrhaphy for recurrent incisional hernia,Procedure for Abdominal Hernia
Abdominal Hernia,7H17y00,63506,Other specified repair of recurrent incisional hernia,Procedure for Abdominal Hernia
Abdominal Hernia,7H17z00,48101,Repair of recurrent incisional hernia NOS,Procedure for Abdominal Hernia
Abdominal Hernia,7H18000,52472,Repair of ventral hernia using insert of natural material,Procedure for Abdominal Hernia
Abdominal Hernia,7H18100,44246,Repair of ventral hernia using insert of prosthetic material,Procedure for Abdominal Hernia
Abdominal Hernia,7H18200,24628,Repair of ventral hernia using sutures,Procedure for Abdominal Hernia
Abdominal Hernia,7H18300,101576,Removal prosthet material fr previous repair ventral hernia,Procedure for Abdominal Hernia
Abdominal Hernia,7H18400,12246,"Repair of epigastric hernia, unspecified",Procedure for Abdominal Hernia
Abdominal Hernia,7H18.00,12842,Repair of other hernia of abdominal wall,Procedure for Abdominal Hernia
Abdominal Hernia,7H18.11,17191,Repair of other ventral hernia,Procedure for Abdominal Hernia
Abdominal Hernia,7H18y00,37796,Other specified repair of other hernia of abdominal wall,Procedure for Abdominal Hernia
Abdominal Hernia,7H18z00,244,Repair of other hernia of abdominal wall NOS,Procedure for Abdominal Hernia
Abdominal Hernia,7H1C000,96040,Primary rep umbilical hernia using insert natural material,Procedure for Abdominal Hernia
Abdominal Hernia,7H1C100,94016,Prim rep umbilical hernia using insert prosthetic material,Procedure for Abdominal Hernia
Abdominal Hernia,7H1C200,70611,Primary repair of umbilical hernia using sutures,Procedure for Abdominal Hernia
Abdominal Hernia,7H1C300,90489,Remov prosthet material fr previous repair umbilical hernia,Procedure for Abdominal Hernia
Abdominal Hernia,7H1C.00,47125,Primary repair of umbilical hernia,Procedure for Abdominal Hernia
Abdominal Hernia,7H1Cy00,64067,Other specified primary repair of umbilical hernia,Procedure for Abdominal Hernia
Abdominal Hernia,7H1Cz00,50547,Primary repair of umbilical hernia NOS,Procedure for Abdominal Hernia
Abdominal Hernia,7H1D100,93769,Repair recurrent umbilical hernia us insert prosthetic mater,Procedure for Abdominal Hernia
Abdominal Hernia,7H1D200,91771,Repair of recurrent umbilical hernia using sutures,Procedure for Abdominal Hernia
Abdominal Hernia,7H1D.00,45772,Repair of recurrent umbilical hernia,Procedure for Abdominal Hernia
Abdominal Hernia,7H1Dy00,96844,Other specified repair of recurrent umbilical hernia,Procedure for Abdominal Hernia
Abdominal Hernia,7H1Dz00,90490,Repair of recurrent umbilical hernia NOS,Procedure for Abdominal Hernia
Abdominal Hernia,7H1E000,103310,Repair recur ventral hernia using insert natural material,Procedure for Abdominal Hernia
Abdominal Hernia,7H1E100,102624,Repair recurrent ventral hernia insert prosthetic material,Procedure for Abdominal Hernia
Abdominal Hernia,7H1E200,103974,Repair of recurrent ventral hernia using sutures,Procedure for Abdominal Hernia
Abdominal Hernia,7H1E.00,102649,Repair of recurrent other hernia of abdominal wall,Procedure for Abdominal Hernia
Abdominal Hernia,7H1Ey00,108628,Other specified repair recurrent other hernia abdominal wall,Procedure for Abdominal Hernia
Abdominal Hernia,7H1Ez00,105998,Repair of recurrent other hernia of abdominal wall NOS,Procedure for Abdominal Hernia
Abdominal Hernia,82B2.00,9557,Manual reduction of hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J300000,63166,Unilateral inguinal hernia with gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,J300300,97892,Bilateral recurrent inguinal hernia with gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,J300.00,64521,Inguinal hernia with gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,J300z00,2230,Inguinal hernia with gangrene NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J301000,27607,Unilateral inguinal hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J301100,29088,Unilateral recurrent inguinal hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J301200,63481,Bilateral inguinal hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J301.00,34784,Inguinal hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J301z00,15681,Inguinal hernia with obstruction NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J302000,27684,Unilateral inguinal hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J302100,53662,Unilateral recurrent inguinal hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J302200,62839,Bilateral inguinal hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J302300,70896,Bilateral recurrent inguinal hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J302.00,16913,Inguinal hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J302z00,44672,Inguinal hernia - irreducible and NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J303000,7921,Unilateral inguinal hernia - simple,Diagnosis of Abdominal Hernia
Abdominal Hernia,J303011,2863,Left inguinal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J303012,1406,Right inguinal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J303100,22315,Unilateral recurrent inguinal hernia - simple,Diagnosis of Abdominal Hernia
Abdominal Hernia,J303200,21516,Bilateral inguinal hernia - simple,Diagnosis of Abdominal Hernia
Abdominal Hernia,J303300,25257,Bilateral recurrent inguinal hernia - simple,Diagnosis of Abdominal Hernia
Abdominal Hernia,J303.00,35442,Simple inguinal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J303z00,33531,Simple inguinal hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J304.00,9405,Direct inguinal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J305.00,27850,Indirect inguinal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J30..00,408,Inguinal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J30..11,40757,Bubonocele,Diagnosis of Abdominal Hernia
Abdominal Hernia,J30..12,8042,Direct inguinal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J30..13,10926,Indirect inguinal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J30..14,3261,Scrotal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J30y000,5653,Unilateral inguinal hernia unspecified,Diagnosis of Abdominal Hernia
Abdominal Hernia,J30y100,5531,Unilateral recurrent inguinal hernia unspecified,Diagnosis of Abdominal Hernia
Abdominal Hernia,J30y200,3651,Bilateral inguinal hernia unspecified,Diagnosis of Abdominal Hernia
Abdominal Hernia,J30y300,48277,Bilateral recurrent inguinal hernia unspecified,Diagnosis of Abdominal Hernia
Abdominal Hernia,J30y.00,23543,Inguinal hernia unspecified,Diagnosis of Abdominal Hernia
Abdominal Hernia,J30yz00,54857,Unspecified inguinal hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J30z.00,20603,Inguinal hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J310000,69934,Unilateral femoral hernia with gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,J310.00,70641,Femoral hernia with gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,J310z00,99212,Femoral hernia with gangrene NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J311000,43120,Unilateral femoral hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J311.00,20056,Femoral hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J311z00,51611,Femoral hernia with obstruction NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J312000,53645,Unilateral femoral hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J312100,60858,Unilateral recurrent femoral hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J312.00,35259,Femoral hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J312z00,50775,Femoral hernia - irreducible and NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J313000,44603,Unilateral femoral hernia - simple,Diagnosis of Abdominal Hernia
Abdominal Hernia,J313100,97718,Unilateral recurrent femoral hernia - simple,Diagnosis of Abdominal Hernia
Abdominal Hernia,J313200,71971,Bilateral femoral hernia - simple,Diagnosis of Abdominal Hernia
Abdominal Hernia,J313.00,64171,Simple femoral hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J313z00,68494,Simple femoral hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J31..00,800,Femoral hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J31y000,63168,Unilateral femoral hernia - unspecified,Diagnosis of Abdominal Hernia
Abdominal Hernia,J31y100,64119,Unilateral recurrent femoral hernia - unspecified,Diagnosis of Abdominal Hernia
Abdominal Hernia,J31y200,64823,Bilateral femoral hernia - unspecified,Diagnosis of Abdominal Hernia
Abdominal Hernia,J31y.00,66751,Unspecified femoral hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J31yz00,70984,Unspecified femoral hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J31z.00,61539,Femoral hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J320100,102024,Paraumbilical hernia with gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,J320z00,105280,Umbilical hernia with gangrene NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J321100,41671,Paraumbilical hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J321.00,28060,Umbilical hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J321z00,50434,Umbilical hernia with obstruction NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J322100,41808,Paraumbilical hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J322.00,28117,Umbilical hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J322z00,65112,Umbilical hernia - irreducible and NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J323100,23925,Simple paraumbilical hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J323.00,27524,Simple umbilical hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J323z00,45085,Simple umbilical hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J32..00,1225,Umbilical hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J32..12,3901,Paraumbilical hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J32y100,3953,Unspecified paraumbilical hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J32y.00,48246,Unspecified umbilical hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J32yz00,53966,Unspecified umbilical hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J32z.00,7445,Umbilical hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J330100,65147,Incisional hernia with gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,J330200,71798,Epigastric hernia with gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,J330.00,93234,Ventral hernia with gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,J330z00,100575,Ventral hernia with gangrene NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J331100,30056,Incisional hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J331200,37837,Epigastric hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J331.00,56174,Ventral hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J331z00,41837,Ventral hernia with obstruction NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J332000,31694,Ventral hernia unspecified - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J332100,52713,Incisional hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J332200,57046,Epigastric hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J332.00,41798,Ventral hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J332z00,36265,Ventral hernia - irreducible NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J333000,45432,Simple ventral hernia unspecified,Diagnosis of Abdominal Hernia
Abdominal Hernia,J333100,44501,Simple incisional hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J333200,25413,Simple epigastric hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J333211,1484,Epigastric hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J333.00,21569,Simple ventral hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J333z00,54363,Simple ventral hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J33..00,3952,Ventral hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J33..11,6537,Epigastric hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J33..12,3174,Incisional hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J33z000,45371,Unspecified ventral hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J33z100,41557,Incisional hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J33z200,33753,Epigastric hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J33z.00,45461,Ventral hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J35..00,65383,Gluteal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J36..00,15608,Ischiorectal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J373.00,57074,Simple lumbar hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J37..00,10544,Lumbar hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J37y.00,64956,Unspecified lumbar hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J37z.00,67143,Lumbar hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J381.00,104452,Obturator hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J383.00,108492,Simple obturator hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J38..00,26890,Obturator hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J38z.00,51564,Obturator hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3A..00,27469,Sciatic hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3B3.00,58874,Simple retroperitoneal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3B..00,44415,Retroperitoneal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3C0.00,108531,Spigelian hernia with gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3C1.00,61003,Spigelian hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3C2.00,95806,Spigelian hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3C3.00,41624,Simple Spigelian hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3C..00,8872,Spigelian hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3Cy.00,102732,Unspecified Spigelian hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3Cz.00,57593,Spigelian hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3D..00,107386,Perineal hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3...00,1071,Hernia of abdominal cavity,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3y0.00,65608,Other specified abdominal cavity hernia with gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3y1.00,43118,Other specified abdominal cavity hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3y2.00,52623,Other specified abdominal cavity hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3y3.00,39795,Other specified abdominal cavity hernia - simple,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3y..00,36482,Other specified hernias of abdominal cavity,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3yy.00,48103,"Other specified abdominal cavity hernia, unspecified",Diagnosis of Abdominal Hernia
Abdominal Hernia,J3yz.00,15595,Other specified abdominal cavity hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3yz.11,20259,Richter's hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3z0.00,2987,Unspecified abdominal cavity hernia with gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3z1.00,20280,Unspecified abdominal cavity hernia with obstruction,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3z2.00,4249,Unspecified abdominal cavity hernia - irreducible,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3z3.00,50684,Unspecified abdominal cavity hernia - simple,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3z..00,15486,Abdominal cavity hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,J3zz.00,722,Unspecified abdominal cavity hernia NOS,Diagnosis of Abdominal Hernia
Abdominal Hernia,Jyu3000,97851,"[X]Other specified abdominal hernia+obstruction,w'o gangrene",Diagnosis of Abdominal Hernia
Abdominal Hernia,Jyu3200,53798,[X]Oth spcfd abdominal hernia without obstructn or gangrene,Diagnosis of Abdominal Hernia
Abdominal Hernia,Jyu3.00,53733,[X]Hernia,Diagnosis of Abdominal Hernia
Abdominal Hernia,PG8..00,93540,Congenital inguinal hernia,Diagnosis of Abdominal Hernia
